created_on,source,industry
2017-04-27,Email,Telecom
2017-04-27,Organic,SaaS
2017-04-27,Direct,SaaS
2017-04-27,Direct,SaaS
2017-04-27,Paid,IT
2017-04-27,Paid,SaaS
2017-04-27,Email,SaaS
2017-04-27,Email,Finance
2017-04-27,Social,SaaS
2017-04-27,Direct,SaaS
2017-04-27,Social,Health Care
2017-04-27,Email,IT
2017-04-27,Email,SaaS
2017-04-27,Social,Telecom
2017-04-27,Email,SaaS
2017-04-27,Organic,IT
2017-04-27,Referral,SaaS
2017-04-27,Organic,Education
2017-04-27,Referral,Finance
2017-04-27,Referral,Finance
2017-04-27,Referral,SaaS
2017-04-27,Email,Telecom
2017-04-27,Referral,SaaS
2017-04-27,Organic,SaaS
2017-04-27,Social,Health Care
2017-04-27,Email,Retail/Entertainment
2017-04-27,Social,IT
2017-04-27,Direct,Education
2017-04-27,Paid,Health Care
2017-04-27,Paid,SaaS
2017-04-27,Social,Health Care
2017-04-27,Direct,SaaS
2017-04-27,Referral,IT
2017-04-27,Direct,Health Care
2017-04-27,Direct,Finance
2017-04-27,Paid,IT
2017-04-27,Paid,Telecom
2017-04-27,Paid,SaaS
2017-04-27,Email,Education
2017-04-27,Organic,SaaS
2017-04-27,Direct,Health Care
2017-04-27,Organic,Telecom
2017-04-27,Organic,SaaS
2017-04-27,Organic,Retail/Entertainment
2017-04-27,Paid,IT
2017-04-27,Email,Finance
2017-04-27,Direct,IT
2017-04-27,Organic,IT
2017-04-27,Organic,Education
2017-04-27,Organic,Education
2017-04-27,Social,Finance
2017-04-27,Referral,SaaS
2017-04-27,Referral,Health Care
2017-04-27,Direct,Telecom
2017-04-27,Organic,SaaS
2017-04-27,Social,Finance
2017-04-27,Referral,SaaS
2017-04-27,Paid,Telecom
2017-04-27,Email,Telecom
2017-04-27,Social,Telecom
2017-04-27,Organic,Telecom
2017-04-27,Direct,IT
2017-04-28,Email,Finance
2017-04-28,Social,Finance
2017-04-28,Organic,Education
2017-04-28,Organic,SaaS
2017-04-28,Direct,Finance
2017-04-28,Paid,SaaS
2017-04-28,Paid,Telecom
2017-04-28,Referral,IT
2017-04-28,Paid,SaaS
2017-04-28,Referral,Telecom
2017-04-28,Social,Finance
2017-04-28,Direct,Education
2017-04-28,Organic,SaaS
2017-04-28,Paid,Telecom
2017-04-28,Social,IT
2017-04-28,Referral,Retail/Entertainment
2017-04-28,Paid,IT
2017-04-28,Referral,Finance
2017-04-28,Email,IT
2017-04-28,Paid,Finance
2017-04-28,Referral,Education
2017-04-28,Email,Telecom
2017-04-28,Direct,Health Care
2017-04-28,Email,IT
2017-04-28,Paid,SaaS
2017-04-28,Direct,Education
2017-04-28,Organic,Health Care
2017-04-28,Direct,SaaS
2017-04-28,Organic,Education
2017-04-28,Email,Telecom
2017-04-28,Direct,Finance
2017-04-28,Paid,SaaS
2017-04-28,Referral,SaaS
2017-04-28,Social,Health Care
2017-04-28,Direct,Telecom
2017-04-28,Social,Telecom
2017-04-28,Referral,Finance
2017-04-28,Direct,Health Care
2017-04-28,Paid,SaaS
2017-04-28,Organic,Finance
2017-04-28,Social,Health Care
2017-04-28,Social,Health Care
2017-04-28,Direct,SaaS
2017-04-28,Email,Telecom
2017-04-28,Referral,Telecom
2017-04-28,Referral,SaaS
2017-04-28,Paid,Finance
2017-04-28,Paid,Retail/Entertainment
2017-04-28,Direct,Retail/Entertainment
2017-04-28,Social,Retail/Entertainment
2017-04-28,Direct,Telecom
2017-04-28,Direct,Telecom
2017-04-28,Direct,IT
2017-04-28,Social,IT
2017-04-28,Organic,Telecom
2017-04-28,Direct,Finance
2017-04-28,Social,Telecom
2017-04-28,Referral,Education
2017-04-28,Organic,Telecom
2017-04-28,Social,Finance
2017-04-28,Referral,Telecom
2017-04-28,Paid,SaaS
2017-04-28,Organic,Health Care
2017-04-28,Organic,Finance
2017-04-28,Direct,IT
2017-04-28,Email,SaaS
2017-04-28,Direct,Finance
2017-04-28,Paid,Telecom
2017-04-28,Paid,Telecom
2017-04-28,Referral,Finance
2017-04-28,Social,Telecom
2017-04-28,Direct,SaaS
2017-04-28,Paid,Telecom
2017-04-28,Social,Health Care
2017-04-28,Social,Telecom
2017-04-28,Direct,Retail/Entertainment
2017-04-28,Organic,Finance
2017-04-28,Email,Finance
2017-04-28,Paid,SaaS
2017-04-28,Paid,SaaS
2017-04-28,Paid,Telecom
2017-04-28,Referral,Finance
2017-04-28,Direct,SaaS
2017-04-29,Organic,SaaS
2017-04-29,Organic,SaaS
2017-04-29,Referral,SaaS
2017-04-29,Organic,SaaS
2017-04-29,Direct,SaaS
2017-04-29,Email,Retail/Entertainment
2017-04-29,Organic,SaaS
2017-04-29,Paid,SaaS
2017-04-29,Social,Finance
2017-04-29,Referral,Finance
2017-04-29,Direct,IT
2017-04-29,Paid,IT
2017-04-29,Referral,Finance
2017-04-29,Social,IT
2017-04-29,Organic,Education
2017-04-29,Paid,IT
2017-04-29,Direct,Health Care
2017-04-29,Referral,Retail/Entertainment
2017-04-29,Social,IT
2017-04-29,Organic,Finance
2017-04-29,Social,Health Care
2017-04-29,Paid,Telecom
2017-04-29,Referral,SaaS
2017-04-29,Social,IT
2017-04-29,Referral,SaaS
2017-04-29,Referral,Retail/Entertainment
2017-04-29,Paid,Health Care
2017-04-29,Paid,Telecom
2017-04-29,Paid,Finance
2017-04-29,Referral,Education
2017-04-29,Paid,Education
2017-04-29,Paid,SaaS
2017-04-29,Direct,IT
2017-04-29,Direct,Finance
2017-04-29,Social,IT
2017-04-29,Email,IT
2017-04-29,Email,Finance
2017-04-29,Social,Telecom
2017-04-29,Organic,Telecom
2017-04-29,Paid,Education
2017-04-29,Direct,IT
2017-04-29,Social,Telecom
2017-04-29,Email,Education
2017-04-29,Direct,Telecom
2017-04-29,Direct,Finance
2017-04-29,Email,Finance
2017-04-29,Organic,IT
2017-04-29,Paid,Education
2017-04-29,Social,IT
2017-04-29,Organic,Finance
2017-04-29,Paid,Education
2017-04-29,Email,IT
2017-04-29,Referral,SaaS
2017-04-29,Email,Education
2017-04-29,Social,SaaS
2017-04-29,Referral,Telecom
2017-04-29,Paid,Education
2017-04-29,Referral,Telecom
2017-04-29,Direct,Health Care
2017-04-29,Email,Telecom
2017-04-29,Organic,Finance
2017-04-29,Email,SaaS
2017-04-29,Email,Finance
2017-04-29,Email,IT
2017-04-29,Referral,SaaS
2017-04-29,Direct,Finance
2017-04-29,Organic,IT
2017-04-29,Organic,Education
2017-04-29,Organic,SaaS
2017-04-29,Social,SaaS
2017-04-29,Organic,SaaS
2017-04-29,Social,SaaS
2017-04-29,Paid,Education
2017-04-29,Organic,Health Care
2017-04-29,Email,Finance
2017-04-29,Paid,IT
2017-04-29,Referral,Retail/Entertainment
2017-04-29,Direct,SaaS
2017-04-29,Referral,Finance
2017-04-29,Organic,Education
2017-04-29,Referral,Telecom
2017-04-29,Social,SaaS
2017-04-29,Organic,SaaS
2017-04-29,Referral,Education
2017-04-29,Social,Education
2017-04-29,Email,Education
2017-04-30,Email,Education
2017-04-30,Referral,Education
2017-04-30,Referral,IT
2017-04-30,Referral,Finance
2017-04-30,Direct,Telecom
2017-04-30,Organic,IT
2017-04-30,Paid,Finance
2017-04-30,Organic,SaaS
2017-04-30,Social,SaaS
2017-04-30,Referral,Finance
2017-04-30,Organic,SaaS
2017-04-30,Paid,Telecom
2017-04-30,Paid,SaaS
2017-04-30,Referral,SaaS
2017-04-30,Organic,Health Care
2017-04-30,Referral,Finance
2017-04-30,Direct,Education
2017-04-30,Organic,Education
2017-04-30,Direct,SaaS
2017-04-30,Referral,Education
2017-04-30,Direct,SaaS
2017-04-30,Paid,Health Care
2017-04-30,Social,Retail/Entertainment
2017-04-30,Email,Education
2017-04-30,Organic,Education
2017-04-30,Referral,Health Care
2017-04-30,Direct,Retail/Entertainment
2017-04-30,Organic,Education
2017-04-30,Direct,Health Care
2017-04-30,Referral,SaaS
2017-04-30,Direct,Telecom
2017-04-30,Organic,Telecom
2017-04-30,Direct,SaaS
2017-04-30,Organic,SaaS
2017-04-30,Organic,Telecom
2017-04-30,Direct,Health Care
2017-04-30,Email,Retail/Entertainment
2017-04-30,Social,Education
2017-04-30,Email,Telecom
2017-04-30,Direct,SaaS
2017-04-30,Paid,IT
2017-04-30,Organic,SaaS
2017-04-30,Organic,Health Care
2017-04-30,Email,IT
2017-04-30,Referral,IT
2017-04-30,Paid,Health Care
2017-04-30,Direct,SaaS
2017-04-30,Referral,SaaS
2017-04-30,Email,SaaS
2017-04-30,Social,Telecom
2017-04-30,Organic,Education
2017-04-30,Paid,SaaS
2017-04-30,Social,Health Care
2017-04-30,Direct,Telecom
2017-04-30,Organic,Retail/Entertainment
2017-04-30,Referral,Finance
2017-04-30,Referral,Finance
2017-04-30,Direct,SaaS
2017-04-30,Direct,Retail/Entertainment
2017-04-30,Social,Education
2017-04-30,Social,Telecom
2017-04-30,Social,SaaS
2017-04-30,Paid,Retail/Entertainment
2017-04-30,Organic,Finance
2017-04-30,Referral,SaaS
2017-04-30,Social,Education
2017-04-30,Referral,Finance
2017-04-30,Paid,Telecom
2017-04-30,Direct,Finance
2017-04-30,Direct,Finance
2017-05-01,Paid,Finance
2017-05-01,Social,Retail/Entertainment
2017-05-01,Referral,Finance
2017-05-01,Paid,IT
2017-05-01,Direct,SaaS
2017-05-01,Paid,Health Care
2017-05-01,Paid,Retail/Entertainment
2017-05-01,Paid,SaaS
2017-05-01,Referral,IT
2017-05-01,Organic,Education
2017-05-01,Email,Telecom
2017-05-01,Email,Education
2017-05-01,Organic,Telecom
2017-05-01,Referral,Finance
2017-05-01,Referral,Health Care
2017-05-01,Direct,Retail/Entertainment
2017-05-01,Social,Telecom
2017-05-01,Organic,SaaS
2017-05-01,Organic,Telecom
2017-05-01,Paid,Finance
2017-05-01,Paid,Finance
2017-05-01,Social,Telecom
2017-05-01,Social,Telecom
2017-05-01,Paid,Telecom
2017-05-01,Referral,SaaS
2017-05-01,Organic,Telecom
2017-05-01,Paid,IT
2017-05-01,Referral,Telecom
2017-05-01,Referral,Finance
2017-05-01,Email,IT
2017-05-01,Referral,Finance
2017-05-01,Direct,IT
2017-05-01,Paid,Telecom
2017-05-01,Email,SaaS
2017-05-01,Social,Telecom
2017-05-01,Email,Telecom
2017-05-01,Referral,Finance
2017-05-01,Email,Finance
2017-05-01,Paid,Telecom
2017-05-01,Direct,Telecom
2017-05-01,Referral,Finance
2017-05-01,Organic,SaaS
2017-05-01,Direct,Health Care
2017-05-01,Direct,SaaS
2017-05-01,Paid,SaaS
2017-05-01,Social,Telecom
2017-05-01,Social,Education
2017-05-01,Paid,Finance
2017-05-01,Paid,SaaS
2017-05-01,Email,Education
2017-05-01,Email,Education
2017-05-01,Paid,Retail/Entertainment
2017-05-01,Email,Telecom
2017-05-01,Organic,Retail/Entertainment
2017-05-01,Paid,Education
2017-05-01,Email,Finance
2017-05-01,Organic,Finance
2017-05-01,Social,IT
2017-05-01,Paid,SaaS
2017-05-01,Email,SaaS
2017-05-01,Paid,Education
2017-05-01,Direct,SaaS
2017-05-01,Paid,IT
2017-05-01,Email,IT
2017-05-01,Direct,Telecom
2017-05-01,Email,IT
2017-05-01,Referral,Finance
2017-05-01,Social,Education
2017-05-01,Paid,Telecom
2017-05-01,Social,Retail/Entertainment
2017-05-01,Social,Health Care
2017-05-01,Organic,SaaS
2017-05-01,Organic,Finance
2017-05-01,Paid,Telecom
2017-05-01,Direct,IT
2017-05-01,Paid,Health Care
2017-05-01,Direct,IT
2017-05-01,Social,Finance
2017-05-01,Paid,IT
2017-05-01,Email,Finance
2017-05-01,Paid,SaaS
2017-05-01,Social,IT
2017-05-01,Direct,IT
2017-05-01,Paid,IT
2017-05-01,Direct,IT
2017-05-01,Email,Finance
2017-05-01,Direct,IT
2017-05-01,Direct,Telecom
2017-05-01,Paid,Finance
2017-05-01,Organic,Health Care
2017-05-01,Email,Finance
2017-05-01,Paid,SaaS
2017-05-01,Direct,IT
2017-05-01,Social,Telecom
2017-05-01,Direct,Retail/Entertainment
2017-05-02,Referral,Health Care
2017-05-02,Direct,Health Care
2017-05-02,Direct,SaaS
2017-05-02,Organic,Telecom
2017-05-02,Paid,IT
2017-05-02,Paid,Health Care
2017-05-02,Email,Education
2017-05-02,Organic,Health Care
2017-05-02,Organic,SaaS
2017-05-02,Paid,IT
2017-05-02,Direct,Education
2017-05-02,Direct,Finance
2017-05-02,Paid,Health Care
2017-05-02,Referral,IT
2017-05-02,Organic,IT
2017-05-02,Organic,Education
2017-05-02,Referral,SaaS
2017-05-02,Direct,Health Care
2017-05-02,Social,Finance
2017-05-02,Paid,SaaS
2017-05-02,Referral,IT
2017-05-02,Referral,Finance
2017-05-02,Social,Telecom
2017-05-02,Email,Health Care
2017-05-02,Paid,Telecom
2017-05-02,Referral,Retail/Entertainment
2017-05-02,Direct,SaaS
2017-05-02,Email,Finance
2017-05-02,Direct,SaaS
2017-05-02,Paid,Telecom
2017-05-02,Email,Telecom
2017-05-02,Email,Finance
2017-05-02,Organic,SaaS
2017-05-02,Organic,SaaS
2017-05-02,Social,IT
2017-05-02,Referral,SaaS
2017-05-02,Paid,Telecom
2017-05-02,Email,Health Care
2017-05-02,Referral,Education
2017-05-02,Direct,SaaS
2017-05-02,Email,Telecom
2017-05-02,Referral,Education
2017-05-02,Paid,Retail/Entertainment
2017-05-02,Organic,SaaS
2017-05-02,Social,Telecom
2017-05-02,Organic,SaaS
2017-05-02,Organic,Finance
2017-05-02,Organic,SaaS
2017-05-02,Direct,Finance
2017-05-02,Organic,SaaS
2017-05-02,Paid,Retail/Entertainment
2017-05-02,Email,SaaS
2017-05-02,Social,Education
2017-05-02,Paid,Health Care
2017-05-02,Email,Health Care
2017-05-02,Referral,Health Care
2017-05-02,Email,IT
2017-05-02,Direct,Finance
2017-05-02,Social,SaaS
2017-05-02,Social,Education
2017-05-02,Organic,Telecom
2017-05-02,Email,Telecom
2017-05-02,Organic,Telecom
2017-05-02,Social,Finance
2017-05-02,Organic,Finance
2017-05-02,Paid,IT
2017-05-02,Paid,Health Care
2017-05-02,Email,Health Care
2017-05-02,Direct,Health Care
2017-05-02,Organic,SaaS
2017-05-02,Email,Finance
2017-05-02,Referral,Telecom
2017-05-02,Email,Finance
2017-05-02,Organic,Finance
2017-05-02,Organic,Education
2017-05-02,Direct,Telecom
2017-05-02,Referral,SaaS
2017-05-02,Referral,SaaS
2017-05-02,Email,IT
2017-05-02,Social,Telecom
2017-05-02,Paid,Telecom
2017-05-02,Paid,Health Care
2017-05-02,Email,Health Care
2017-05-02,Paid,Telecom
2017-05-02,Direct,Health Care
2017-05-02,Referral,Retail/Entertainment
2017-05-02,Direct,Retail/Entertainment
2017-05-02,Referral,Education
2017-05-02,Email,IT
2017-05-02,Direct,Finance
2017-05-02,Referral,Education
2017-05-02,Social,IT
2017-05-02,Direct,Education
2017-05-02,Social,Telecom
2017-05-02,Social,Health Care
2017-05-02,Referral,Finance
2017-05-02,Social,SaaS
2017-05-03,Email,Education
2017-05-03,Organic,Finance
2017-05-03,Paid,SaaS
2017-05-03,Paid,Retail/Entertainment
2017-05-03,Direct,Health Care
2017-05-03,Email,Finance
2017-05-03,Organic,Finance
2017-05-03,Email,Telecom
2017-05-03,Social,Retail/Entertainment
2017-05-03,Referral,SaaS
2017-05-03,Organic,SaaS
2017-05-03,Email,Health Care
2017-05-03,Social,Health Care
2017-05-03,Referral,Finance
2017-05-03,Paid,IT
2017-05-03,Organic,SaaS
2017-05-03,Paid,SaaS
2017-05-03,Paid,Education
2017-05-03,Direct,Telecom
2017-05-03,Paid,Telecom
2017-05-03,Referral,SaaS
2017-05-03,Paid,Telecom
2017-05-03,Organic,IT
2017-05-03,Social,Health Care
2017-05-03,Paid,Finance
2017-05-03,Email,SaaS
2017-05-03,Referral,Finance
2017-05-03,Social,SaaS
2017-05-03,Email,Finance
2017-05-03,Direct,IT
2017-05-03,Email,Telecom
2017-05-03,Organic,SaaS
2017-05-03,Social,SaaS
2017-05-03,Social,Education
2017-05-03,Social,Telecom
2017-05-03,Organic,Health Care
2017-05-03,Social,Telecom
2017-05-03,Direct,IT
2017-05-03,Paid,Finance
2017-05-03,Social,Telecom
2017-05-03,Social,Telecom
2017-05-03,Social,Telecom
2017-05-03,Social,Retail/Entertainment
2017-05-03,Social,Telecom
2017-05-03,Direct,SaaS
2017-05-03,Direct,IT
2017-05-03,Referral,Education
2017-05-03,Paid,Telecom
2017-05-03,Paid,Retail/Entertainment
2017-05-03,Email,Retail/Entertainment
2017-05-03,Email,Finance
2017-05-03,Social,Retail/Entertainment
2017-05-03,Direct,Health Care
2017-05-03,Email,SaaS
2017-05-03,Referral,SaaS
2017-05-03,Email,Finance
2017-05-03,Referral,Finance
2017-05-03,Referral,Education
2017-05-03,Paid,SaaS
2017-05-03,Email,IT
2017-05-03,Paid,Telecom
2017-05-03,Email,IT
2017-05-03,Direct,SaaS
2017-05-03,Paid,Education
2017-05-03,Referral,SaaS
2017-05-03,Social,Telecom
2017-05-03,Organic,Telecom
2017-05-03,Email,SaaS
2017-05-03,Organic,Finance
2017-05-03,Paid,Telecom
2017-05-03,Direct,Education
2017-05-03,Direct,Telecom
2017-05-03,Paid,Finance
2017-05-03,Social,SaaS
2017-05-03,Social,SaaS
2017-05-03,Email,SaaS
2017-05-03,Social,SaaS
2017-05-03,Email,Retail/Entertainment
2017-05-03,Direct,Education
2017-05-03,Email,Health Care
2017-05-03,Social,Retail/Entertainment
2017-05-03,Referral,Telecom
2017-05-03,Organic,Finance
2017-05-03,Social,SaaS
2017-05-03,Social,Retail/Entertainment
2017-05-03,Paid,Telecom
2017-05-03,Social,Retail/Entertainment
2017-05-03,Paid,Finance
2017-05-03,Social,Telecom
2017-05-03,Social,Finance
2017-05-03,Direct,SaaS
2017-05-03,Organic,SaaS
2017-05-03,Organic,SaaS
2017-05-03,Referral,Finance
2017-05-03,Social,Telecom
2017-05-03,Paid,SaaS
2017-05-03,Social,SaaS
2017-05-03,Email,SaaS
2017-05-03,Organic,IT
2017-05-03,Referral,Retail/Entertainment
2017-05-03,Organic,Health Care
2017-05-03,Paid,SaaS
2017-05-03,Email,Retail/Entertainment
2017-05-03,Organic,SaaS
2017-05-03,Social,IT
2017-05-03,Paid,Telecom
2017-05-03,Paid,IT
2017-05-03,Organic,IT
2017-05-03,Referral,Retail/Entertainment
2017-05-03,Organic,SaaS
2017-05-03,Direct,IT
2017-05-03,Social,Education
2017-05-03,Referral,Telecom
2017-05-03,Paid,Health Care
2017-05-03,Email,SaaS
2017-05-03,Referral,SaaS
2017-05-03,Email,Health Care
2017-05-03,Social,SaaS
2017-05-03,Social,IT
2017-05-03,Organic,Finance
2017-05-03,Organic,IT
2017-05-03,Paid,IT
2017-05-03,Direct,IT
2017-05-03,Direct,Finance
2017-05-03,Paid,Finance
2017-05-03,Direct,Telecom
2017-05-04,Paid,SaaS
2017-05-04,Email,Telecom
2017-05-04,Email,Health Care
2017-05-04,Organic,Finance
2017-05-04,Direct,Retail/Entertainment
2017-05-04,Email,Finance
2017-05-04,Direct,SaaS
2017-05-04,Organic,Health Care
2017-05-04,Direct,Telecom
2017-05-04,Organic,Health Care
2017-05-04,Social,Finance
2017-05-04,Paid,Education
2017-05-04,Paid,SaaS
2017-05-04,Paid,Finance
2017-05-04,Organic,Retail/Entertainment
2017-05-04,Paid,Telecom
2017-05-04,Email,Telecom
2017-05-04,Social,Education
2017-05-04,Email,Telecom
2017-05-04,Organic,Telecom
2017-05-04,Organic,Retail/Entertainment
2017-05-04,Paid,Finance
2017-05-04,Referral,IT
2017-05-04,Email,Telecom
2017-05-04,Referral,Health Care
2017-05-04,Organic,Finance
2017-05-04,Email,Telecom
2017-05-04,Organic,Finance
2017-05-04,Social,Finance
2017-05-04,Referral,SaaS
2017-05-04,Organic,SaaS
2017-05-04,Referral,Finance
2017-05-04,Email,Telecom
2017-05-04,Organic,Education
2017-05-04,Direct,SaaS
2017-05-04,Direct,Telecom
2017-05-04,Paid,SaaS
2017-05-04,Paid,SaaS
2017-05-04,Paid,Education
2017-05-04,Email,Finance
2017-05-04,Referral,SaaS
2017-05-04,Referral,SaaS
2017-05-04,Referral,IT
2017-05-04,Organic,SaaS
2017-05-04,Email,Health Care
2017-05-04,Direct,Health Care
2017-05-04,Social,Retail/Entertainment
2017-05-04,Paid,Health Care
2017-05-04,Referral,Education
2017-05-04,Organic,IT
2017-05-04,Paid,Telecom
2017-05-04,Social,Education
2017-05-04,Referral,SaaS
2017-05-04,Organic,Telecom
2017-05-04,Direct,Telecom
2017-05-04,Paid,SaaS
2017-05-04,Direct,IT
2017-05-04,Social,Education
2017-05-04,Direct,SaaS
2017-05-04,Paid,Telecom
2017-05-04,Paid,IT
2017-05-04,Organic,IT
2017-05-04,Email,Telecom
2017-05-04,Paid,Telecom
2017-05-04,Organic,SaaS
2017-05-04,Paid,Retail/Entertainment
2017-05-04,Email,Education
2017-05-04,Direct,IT
2017-05-04,Social,IT
2017-05-04,Social,IT
2017-05-04,Email,Finance
2017-05-04,Social,Health Care
2017-05-04,Paid,Health Care
2017-05-04,Paid,Education
2017-05-04,Referral,IT
2017-05-04,Referral,SaaS
2017-05-04,Direct,Education
2017-05-04,Paid,Finance
2017-05-04,Direct,Retail/Entertainment
2017-05-04,Direct,Health Care
2017-05-04,Paid,Telecom
2017-05-04,Organic,IT
2017-05-04,Social,Health Care
2017-05-04,Social,Telecom
2017-05-04,Direct,Telecom
2017-05-04,Direct,IT
2017-05-05,Paid,Telecom
2017-05-05,Email,Telecom
2017-05-05,Direct,Telecom
2017-05-05,Direct,Retail/Entertainment
2017-05-05,Social,Education
2017-05-05,Referral,SaaS
2017-05-05,Paid,Finance
2017-05-05,Paid,Health Care
2017-05-05,Email,Telecom
2017-05-05,Referral,SaaS
2017-05-05,Paid,SaaS
2017-05-05,Social,Telecom
2017-05-05,Email,Telecom
2017-05-05,Referral,Retail/Entertainment
2017-05-05,Email,Finance
2017-05-05,Direct,Telecom
2017-05-05,Email,Telecom
2017-05-05,Paid,IT
2017-05-05,Paid,SaaS
2017-05-05,Email,Retail/Entertainment
2017-05-05,Social,Telecom
2017-05-05,Email,Finance
2017-05-05,Social,IT
2017-05-05,Referral,Health Care
2017-05-05,Direct,Health Care
2017-05-05,Paid,Finance
2017-05-05,Email,Education
2017-05-05,Referral,SaaS
2017-05-05,Paid,Telecom
2017-05-05,Email,Finance
2017-05-05,Email,Retail/Entertainment
2017-05-05,Direct,SaaS
2017-05-05,Paid,Retail/Entertainment
